id,instruction,modality_hint,task,class
522,Would you eliminate undersampling streak artifacts in this PET scan affecting the pulmonary vessels while preserving low-contrast pathology for reliable interpretation?,PET,medical image restoration – low-dose artifact reduction,low-dose
266,Is it possible to correct low-photon streaking in this X-ray scan affecting the soft tissue planes while keeping edges sharp for immediate clinical assessment?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
960,Is it possible to clean up dose-induced graininess affecting the liver parenchyma while preserving low-contrast pathology for reliable interpretation?,implicit,medical image restoration – low-dose artifact reduction,low-dose
228,"For this case, can you mitigate electronic sensor noise in this MRI image affecting the abdominal organs without masking small structures for reliable interpretation?",MRI,medical image restoration – denoising,noise
567,Can someone boost the downsampled resolution in this MRI image affecting the bone trabeculae while keeping boundaries anatomically consistent as soon as possible?,MRI,medical image restoration – super-resolution,SR
60,I need you to increase the downsampled resolution in this CT image affecting the coronary vessels without hallucinating structures for immediate review?,CT,medical image restoration – super-resolution,SR
958,Could you remove scanner motion blur in this X-ray image affecting the myocardial wall while keeping anatomical boundaries sharp ?,X-ray,medical image restoration – deblurring,blur
774,Can someone mitigate Poisson noise affecting the brain cortex while preserving subtle pathology for immediate review?,implicit,medical image restoration – denoising,noise
142,"For clinical review, can you attenuate undersampling streak artifacts affecting the liver parenchyma without blurring fine anatomy for reliable interpretation?",implicit,medical image restoration – low-dose artifact reduction,low-dose
9,Can you minimize quantum noise affecting the meniscal tissue without compromising spatial resolution as soon as possible?,implicit,medical image restoration – denoising,noise
119,Is it possible to restore the loss of high-frequency detail in this PET image affecting the cardiac chambers while maintaining diagnostic integrity urgently?,PET,medical image restoration – super-resolution,SR
93,Can you eliminate shot noise in this MRI image affecting the small lung nodules without compromising spatial resolution for reliable interpretation?,MRI,medical image restoration – denoising,noise
558,Can someone upscale the downsampled resolution in this PET image affecting the cardiac chambers without hallucinating structures ?,PET,medical image restoration – super-resolution,SR
357,I need you to reconstruct the reduced sampling density in this PET image affecting the hepatic vessels while maintaining diagnostic integrity for immediate review?,PET,medical image restoration – super-resolution,SR
745,Would you reduce quantum mottle in this CT scan affecting the splenic tissue without blurring fine anatomy for reliable interpretation?,CT,medical image restoration – low-dose artifact reduction,low-dose
789,"For this case, can you upscale the coarse voxel resolution affecting the white matter tracts while preserving subtle pathology for immediate review?",implicit,medical image restoration – super-resolution,SR
997,Could you sharpen out-of-plane motion blur in this PET image affecting the bone trabeculae while maintaining diagnostic contrast urgently?,PET,medical image restoration – deblurring,blur
680,I need you to address speckle noise in this MRI image affecting the pulmonary vessels while preserving subtle pathology as soon as possible?,MRI,medical image restoration – denoising,noise
154,I need you to undo reconstruction blur affecting the meniscal tissue without distorting fine structures urgently?,implicit,medical image restoration – deblurring,blur
148,I need you to recover the insufficient in-plane resolution in this CT image affecting the kidney cortex without hallucinating structures for reliable interpretation?,CT,medical image restoration – super-resolution,SR
708,Please recover the reduced sampling density affecting the cortical bone without hallucinating structures for immediate review?,implicit,medical image restoration – super-resolution,SR
909,Can you address low-photon streaking affecting the brain cortex without obscuring subtle lesions for reliable interpretation?,implicit,medical image restoration – low-dose artifact reduction,low-dose
838,I need you to address dose-induced graininess in this CT scan affecting the hepatic vessels while keeping edges sharp ?,CT,medical image restoration – low-dose artifact reduction,low-dose
581,Would you reduce partial volume blur in this X-ray image affecting the cardiac chambers without amplifying noise for immediate review?,X-ray,medical image restoration – deblurring,blur
471,Can someone reduce low-dose noise affecting the vascular lumen while preserving subtle pathology as soon as possible?,implicit,medical image restoration – denoising,noise
704,Can someone sharpen out-of-plane motion blur in this CT image affecting the orbital structures while maintaining diagnostic contrast for accurate diagnosis?,CT,medical image restoration – deblurring,blur
213,Please suppress shot noise in this X-ray image affecting the bowel wall without masking small structures for accurate diagnosis?,X-ray,medical image restoration – denoising,noise
344,Can someone restore the low spatial resolution in this CT image affecting the knee cartilage without introducing artificial textures urgently?,CT,medical image restoration – super-resolution,SR
897,Can you fix temporal blurring in this X-ray image affecting the orbital structures without creating ringing artifacts for accurate diagnosis?,X-ray,medical image restoration – deblurring,blur
309,"For this case, can you boost the low spatial resolution affecting the white matter tracts without distorting small structures for immediate review?",implicit,medical image restoration – super-resolution,SR
488,Please sharpen out-of-plane motion blur in this CT image affecting the lesion boundaries without amplifying noise urgently?,CT,medical image restoration – deblurring,blur
560,Can someone compensate for out-of-plane motion blur in this MRI image affecting the soft tissue planes while preserving subtle pathology urgently?,MRI,medical image restoration – deblurring,blur
142,"For this case, can you mitigate statistical noise affecting the brain cortex without oversmoothing edges ?",implicit,medical image restoration – denoising,noise
120,Can you eliminate Rician noise in this X-ray image affecting the cortical bone without blurring fine detail ?,X-ray,medical image restoration – denoising,noise
850,"For this scan, can you correct statistical noise amplification affecting the mediastinal structures without obscuring subtle lesions as soon as possible?",implicit,medical image restoration – low-dose artifact reduction,low-dose
513,Would you resolve temporal blurring in this CT image affecting the white matter tracts while preserving subtle pathology for reliable interpretation?,CT,medical image restoration – deblurring,blur
634,Can you correct temporal blurring in this MRI image affecting the myocardial wall without introducing artificial edges urgently?,MRI,medical image restoration – deblurring,blur
434,Can you enhance the limited through-plane resolution in this X-ray image affecting the intervertebral discs while maintaining diagnostic integrity for accurate diagnosis?,X-ray,medical image restoration – super-resolution,SR
665,I need you to mitigate Gaussian noise in this CT image affecting the vertebral bodies while preserving subtle pathology for immediate review?,CT,medical image restoration – denoising,noise
13,Would you attenuate low-dose noise affecting the vascular lumen without altering intensity relationships ?,implicit,medical image restoration – denoising,noise
932,Would you address Poisson noise affecting the surrounding parenchyma without oversmoothing edges for immediate review?,implicit,medical image restoration – denoising,noise
151,Please remove background acquisition noise in this MRI image affecting the meniscal tissue without blurring fine detail for accurate diagnosis?,MRI,medical image restoration – denoising,noise
839,Is it possible to remove photon starvation streaks in this X-ray scan affecting the surrounding parenchyma while maintaining anatomical fidelity as soon as possible?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
740,Would you refine the resolution degradation from fast acquisition affecting the meniscal tissue while keeping boundaries anatomically consistent for reliable interpretation?,implicit,medical image restoration – super-resolution,SR
117,I need you to reduce partial volume blur in this CT image affecting the lung parenchyma without introducing artificial edges urgently?,CT,medical image restoration – deblurring,blur
741,Would you remove system-induced blur affecting the vascular lumen without amplifying noise for reliable interpretation?,implicit,medical image restoration – deblurring,blur
677,Can you boost the low spatial resolution in this X-ray image affecting the small lung nodules while maintaining diagnostic integrity urgently?,X-ray,medical image restoration – super-resolution,SR
975,Please address Poisson noise in this MRI image affecting the cardiac chambers without altering intensity relationships as soon as possible?,MRI,medical image restoration – denoising,noise
82,"For this case, can you suppress background acquisition noise affecting the sinus cavities without altering intensity relationships for accurate diagnosis?",implicit,medical image restoration – denoising,noise
811,I need you to minimize speckle noise in this PET image affecting the splenic tissue while keeping anatomical boundaries sharp as soon as possible?,PET,medical image restoration – denoising,noise
831,Can you undo system-induced blur in this CT image affecting the hepatic vessels without amplifying noise for reliable interpretation?,CT,medical image restoration – deblurring,blur
120,I need you to address out-of-plane motion blur in this CT image affecting the tumor margins without amplifying noise for reliable interpretation?,CT,medical image restoration – deblurring,blur
657,Is it possible to reduce temporal blurring in this PET image affecting the pelvic organs without distorting fine structures for accurate diagnosis?,PET,medical image restoration – deblurring,blur
635,Can someone upscale the downsampled resolution in this MRI image affecting the bowel wall while maintaining diagnostic integrity urgently?,MRI,medical image restoration – super-resolution,SR
693,"For this case, can you boost the coarse voxel resolution in this CT image affecting the pulmonary vessels while maintaining diagnostic integrity for reliable interpretation?",CT,medical image restoration – super-resolution,SR
906,Can you reconstruct the downsampled resolution in this PET image affecting the liver parenchyma without introducing artificial textures for reliable interpretation?,PET,medical image restoration – super-resolution,SR
636,Would you undo out-of-plane motion blur in this X-ray image affecting the hepatic vessels without introducing artificial edges ?,X-ray,medical image restoration – deblurring,blur
370,Would you resolve out-of-plane motion blur affecting the soft tissue planes while maintaining diagnostic contrast ?,implicit,medical image restoration – deblurring,blur
269,Please mitigate patient motion blur in this X-ray image affecting the nerve roots while keeping anatomical boundaries sharp ?,X-ray,medical image restoration – deblurring,blur
704,Would you suppress noise from aggressive dose reduction affecting the cortical bone while preserving low-contrast pathology for immediate clinical assessment?,implicit,medical image restoration – low-dose artifact reduction,low-dose
984,Is it possible to clean up statistical noise amplification in this CT scan affecting the pulmonary vessels while preserving low-contrast pathology as soon as possible?,CT,medical image restoration – low-dose artifact reduction,low-dose
871,I need you to suppress noise from aggressive dose reduction in this X-ray scan affecting the vascular lumen without blurring fine anatomy for immediate clinical assessment?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
915,Could you compensate for quantum mottle in this PET scan affecting the abdominal organs while keeping edges sharp as soon as possible?,PET,medical image restoration – low-dose artifact reduction,low-dose
47,"For this case, can you fix scanner motion blur in this PET image affecting the lesion boundaries without distorting fine structures ?",PET,medical image restoration – deblurring,blur
422,Can someone reconstruct the resolution degradation from fast acquisition in this X-ray image affecting the bone trabeculae without hallucinating structures for immediate review?,X-ray,medical image restoration – super-resolution,SR
698,Could you restore the loss of high-frequency detail in this X-ray image affecting the knee cartilage while maintaining diagnostic integrity as soon as possible?,X-ray,medical image restoration – super-resolution,SR
992,Please resolve patient motion blur in this X-ray image affecting the abdominal organs while maintaining diagnostic contrast for reliable interpretation?,X-ray,medical image restoration – deblurring,blur
877,"For this case, can you mitigate scanner motion blur in this MRI image affecting the pulmonary vessels without amplifying noise as soon as possible?",MRI,medical image restoration – deblurring,blur
774,I need you to fix respiratory motion blur in this PET image affecting the pancreatic tissue without distorting fine structures for reliable interpretation?,PET,medical image restoration – deblurring,blur
220,"For this case, can you reduce speckle noise in this X-ray image affecting the knee cartilage without masking small structures for accurate diagnosis?",X-ray,medical image restoration – denoising,noise
127,Could you clean up quantum noise in this PET image affecting the coronary vessels without masking small structures as soon as possible?,PET,medical image restoration – denoising,noise
5,Is it possible to fix cardiac motion blur in this MRI image affecting the splenic tissue without creating ringing artifacts for immediate review?,MRI,medical image restoration – deblurring,blur
52,I need you to enhance the thick-slice resolution in this PET image affecting the white matter tracts while maintaining diagnostic integrity ?,PET,medical image restoration – super-resolution,SR
596,Can you reduce Rician noise in this X-ray image affecting the liver parenchyma without compromising spatial resolution urgently?,X-ray,medical image restoration – denoising,noise
125,Can someone increase the insufficient in-plane resolution in this X-ray image affecting the pelvic organs without introducing artificial textures as soon as possible?,X-ray,medical image restoration – super-resolution,SR
312,I need you to remove statistical noise amplification in this X-ray scan affecting the pelvic organs without altering attenuation relationships for immediate clinical assessment?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
41,Can you improve the blurred detail due to low resolution in this X-ray image affecting the surrounding parenchyma while keeping boundaries anatomically consistent for accurate diagnosis?,X-ray,medical image restoration – super-resolution,SR
828,Could you upscale the downsampled resolution in this PET image affecting the surrounding parenchyma without amplifying noise as soon as possible?,PET,medical image restoration – super-resolution,SR
492,Would you correct dose-induced graininess in this PET scan affecting the lung parenchyma while preserving diagnostic contrast ?,PET,medical image restoration – low-dose artifact reduction,low-dose
51,Is it possible to reconstruct the blurred detail due to low resolution in this PET image affecting the vascular lumen while preserving anatomical realism for reliable interpretation?,PET,medical image restoration – super-resolution,SR
78,Please minimize Poisson noise in this X-ray image affecting the soft tissue planes while keeping anatomical boundaries sharp ?,X-ray,medical image restoration – denoising,noise
838,Is it possible to undo reconstruction blur in this MRI image affecting the soft tissue planes without distorting fine structures ?,MRI,medical image restoration – deblurring,blur
682,Can you correct out-of-plane motion blur in this PET image affecting the intervertebral discs without amplifying noise for reliable interpretation?,PET,medical image restoration – deblurring,blur
716,Please reduce background acquisition noise in this PET image affecting the lesion boundaries without altering intensity relationships ?,PET,medical image restoration – denoising,noise
353,"For clinical review, can you compensate for quantum mottle in this CT scan affecting the vascular lumen without obscuring subtle lesions for accurate diagnosis?",CT,medical image restoration – low-dose artifact reduction,low-dose
414,Please refine the low spatial resolution in this X-ray image affecting the tumor margins without introducing artificial textures for accurate diagnosis?,X-ray,medical image restoration – super-resolution,SR
618,I need you to reduce sparse-view artifacts in this PET scan affecting the vascular lumen without obscuring subtle lesions as soon as possible?,PET,medical image restoration – low-dose artifact reduction,low-dose
362,Is it possible to clean up dose reduction banding in this CT scan affecting the liver parenchyma while keeping edges sharp ?,CT,medical image restoration – low-dose artifact reduction,low-dose
198,Please correct noise from aggressive dose reduction in this X-ray scan affecting the bone trabeculae while keeping edges sharp for immediate clinical assessment?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
149,I need you to address background acquisition noise in this PET image affecting the coronary vessels without blurring fine detail for reliable interpretation?,PET,medical image restoration – denoising,noise
262,"For this case, can you upscale the coarse voxel resolution in this X-ray image affecting the pancreatic tissue without distorting small structures ?",X-ray,medical image restoration – super-resolution,SR
575,Is it possible to correct system-induced blur in this MRI image affecting the nerve roots while maintaining diagnostic contrast for accurate diagnosis?,MRI,medical image restoration – deblurring,blur
51,Can you address partial volume blur affecting the white matter tracts without creating ringing artifacts for reliable interpretation?,implicit,medical image restoration – deblurring,blur
854,Is it possible to correct partial volume blur affecting the cerebral vessels without creating ringing artifacts for reliable interpretation?,implicit,medical image restoration – deblurring,blur
983,I need you to suppress structured noise in this X-ray image affecting the myocardial wall while preserving subtle pathology ?,X-ray,medical image restoration – denoising,noise
775,"For this scan, can you remove quantum mottle in this X-ray scan affecting the cortical bone while keeping edges sharp for accurate diagnosis?",X-ray,medical image restoration – low-dose artifact reduction,low-dose
824,Can you address speckle noise affecting the knee cartilage while maintaining diagnostic contrast for accurate diagnosis?,implicit,medical image restoration – denoising,noise
834,Can you compensate for cardiac motion blur in this X-ray image affecting the abdominal organs while maintaining diagnostic contrast for reliable interpretation?,X-ray,medical image restoration – deblurring,blur
426,I need you to upscale the thick-slice resolution in this CT image affecting the hepatic vessels without hallucinating structures urgently?,CT,medical image restoration – super-resolution,SR
116,Is it possible to suppress shot noise affecting the coronary vessels without masking small structures urgently?,implicit,medical image restoration – denoising,noise
167,Please suppress Gaussian noise in this PET image affecting the small lung nodules without masking small structures urgently?,PET,medical image restoration – denoising,noise
519,"For clinical review, can you remove photon starvation streaks in this PET scan affecting the liver parenchyma while maintaining anatomical fidelity as soon as possible?",PET,medical image restoration – low-dose artifact reduction,low-dose
907,I need you to reduce photon starvation noise in this X-ray image affecting the vertebral bodies without compromising spatial resolution for immediate review?,X-ray,medical image restoration – denoising,noise
972,Can someone mitigate system-induced blur affecting the pulmonary vessels without introducing artificial edges for immediate review?,implicit,medical image restoration – deblurring,blur
702,"For this scan, can you address dose-induced graininess in this X-ray scan affecting the mediastinal structures without blurring fine anatomy for accurate diagnosis?",X-ray,medical image restoration – low-dose artifact reduction,low-dose
400,Can you address cardiac motion blur in this PET image affecting the bone trabeculae without introducing artificial edges urgently?,PET,medical image restoration – deblurring,blur
560,Could you mitigate undersampling streak artifacts in this PET scan affecting the lung parenchyma without blurring fine anatomy ?,PET,medical image restoration – low-dose artifact reduction,low-dose
369,Would you compensate for dose reduction banding in this CT scan affecting the soft tissue planes while preserving low-contrast pathology for accurate diagnosis?,CT,medical image restoration – low-dose artifact reduction,low-dose
20,Can you fix out-of-plane motion blur affecting the abdominal organs while keeping anatomical boundaries sharp as soon as possible?,implicit,medical image restoration – deblurring,blur
685,Could you compensate for system-induced blur in this X-ray image affecting the abdominal organs without introducing artificial edges ?,X-ray,medical image restoration – deblurring,blur
36,Could you resolve defocus blur in this MRI image affecting the nerve roots without creating ringing artifacts as soon as possible?,MRI,medical image restoration – deblurring,blur
951,"For clinical review, can you reduce low-dose noise patterns in this PET scan affecting the splenic tissue without altering attenuation relationships for accurate diagnosis?",PET,medical image restoration – low-dose artifact reduction,low-dose
994,"For this case, can you enhance the blurred detail due to low resolution in this MRI image affecting the hip joint while keeping boundaries anatomically consistent for immediate review?",MRI,medical image restoration – super-resolution,SR
876,Is it possible to eliminate noise from aggressive dose reduction in this X-ray scan affecting the tumor margins while preserving low-contrast pathology for immediate clinical assessment?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
525,I need you to remove system-induced blur in this CT image affecting the pelvic organs while keeping anatomical boundaries sharp for accurate diagnosis?,CT,medical image restoration – deblurring,blur
456,Could you suppress quantum mottle in this X-ray scan affecting the pancreatic tissue while maintaining anatomical fidelity as soon as possible?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
921,Can someone undo defocus blur in this CT image affecting the spinal cord while keeping anatomical boundaries sharp for immediate review?,CT,medical image restoration – deblurring,blur
842,Can someone reduce Rician noise in this MRI image affecting the vascular lumen without masking small structures for immediate review?,MRI,medical image restoration – denoising,noise
891,"For this case, can you clean up speckle noise in this PET image affecting the brain cortex without altering intensity relationships as soon as possible?",PET,medical image restoration – denoising,noise
538,Is it possible to compensate for patient motion blur affecting the brain cortex without introducing artificial edges urgently?,implicit,medical image restoration – deblurring,blur
807,I need you to suppress low-photon streaking in this PET scan affecting the surrounding parenchyma while keeping edges sharp for reliable interpretation?,PET,medical image restoration – low-dose artifact reduction,low-dose
706,I need you to correct photon starvation noise in this X-ray image affecting the deep gray nuclei while maintaining diagnostic contrast as soon as possible?,X-ray,medical image restoration – denoising,noise
903,Is it possible to sharpen the resolution degradation from fast acquisition in this MRI image affecting the coronary vessels without distorting small structures for immediate review?,MRI,medical image restoration – super-resolution,SR
111,"For this case, can you recover the limited through-plane resolution in this PET image affecting the lung parenchyma without distorting small structures for accurate diagnosis?",PET,medical image restoration – super-resolution,SR
248,Could you increase the coarse voxel resolution affecting the meniscal tissue without hallucinating structures for reliable interpretation?,implicit,medical image restoration – super-resolution,SR
246,Would you undo out-of-plane motion blur in this X-ray image affecting the sinus cavities without distorting fine structures for reliable interpretation?,X-ray,medical image restoration – deblurring,blur
465,Please sharpen the downsampled resolution in this X-ray image affecting the abdominal organs while preserving subtle pathology for reliable interpretation?,X-ray,medical image restoration – super-resolution,SR
176,Can someone increase the reduced sampling density in this CT image affecting the lung parenchyma without introducing artificial textures for accurate diagnosis?,CT,medical image restoration – super-resolution,SR
785,Can someone reduce reconstruction blur affecting the coronary vessels without introducing artificial edges for reliable interpretation?,implicit,medical image restoration – deblurring,blur
410,Could you mitigate structured noise in this X-ray image affecting the kidney cortex while maintaining diagnostic contrast urgently?,X-ray,medical image restoration – denoising,noise
538,Would you clean up dose reduction banding in this X-ray scan affecting the vascular lumen without obscuring subtle lesions for reliable interpretation?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
155,"For this case, can you correct respiratory motion blur in this CT image affecting the hip joint while keeping anatomical boundaries sharp for immediate review?",CT,medical image restoration – deblurring,blur
10,Please boost the loss of high-frequency detail in this X-ray image affecting the cerebral vessels while preserving anatomical realism for reliable interpretation?,X-ray,medical image restoration – super-resolution,SR
687,Can someone clean up structured noise in this PET image affecting the white matter tracts without compromising spatial resolution for immediate review?,PET,medical image restoration – denoising,noise
902,Could you correct noise from aggressive dose reduction in this CT scan affecting the soft tissue planes while maintaining anatomical fidelity ?,CT,medical image restoration – low-dose artifact reduction,low-dose
360,Could you reconstruct the downsampled resolution in this CT image affecting the bowel wall while keeping boundaries anatomically consistent ?,CT,medical image restoration – super-resolution,SR
626,Can someone remove spatial blurring in this PET image affecting the lesion boundaries while preserving subtle pathology for accurate diagnosis?,PET,medical image restoration – deblurring,blur
734,I need you to suppress sparse-view artifacts in this CT scan affecting the tumor margins without introducing artificial smoothing for reliable interpretation?,CT,medical image restoration – low-dose artifact reduction,low-dose
833,Can you upscale the downsampled resolution in this X-ray image affecting the cerebral vessels without hallucinating structures for reliable interpretation?,X-ray,medical image restoration – super-resolution,SR
347,Can someone correct photon starvation noise in this CT image affecting the hepatic vessels while keeping anatomical boundaries sharp for accurate diagnosis?,CT,medical image restoration – denoising,noise
570,Can someone remove reconstruction blur in this CT image affecting the small lung nodules without creating ringing artifacts ?,CT,medical image restoration – deblurring,blur
907,Is it possible to reconstruct the blurred detail due to low resolution affecting the white matter tracts while preserving anatomical realism ?,implicit,medical image restoration – super-resolution,SR
759,Please reduce photon starvation noise in this PET image affecting the bowel wall without oversmoothing edges as soon as possible?,PET,medical image restoration – denoising,noise
817,I need you to eliminate Gaussian noise in this CT image affecting the pulmonary vessels without blurring fine detail ?,CT,medical image restoration – denoising,noise
66,Could you reduce photon starvation streaks in this PET scan affecting the sinus cavities while preserving diagnostic contrast for reliable interpretation?,PET,medical image restoration – low-dose artifact reduction,low-dose
128,Can you fix respiratory motion blur affecting the cardiac chambers while keeping anatomical boundaries sharp ?,implicit,medical image restoration – deblurring,blur
395,I need you to upscale the loss of high-frequency detail affecting the cardiac chambers while preserving subtle pathology urgently?,implicit,medical image restoration – super-resolution,SR
328,Could you restore the loss of high-frequency detail affecting the hippocampus while maintaining diagnostic integrity as soon as possible?,implicit,medical image restoration – super-resolution,SR
969,Could you refine the loss of high-frequency detail in this CT image affecting the abdominal organs without introducing artificial textures for reliable interpretation?,CT,medical image restoration – super-resolution,SR
7,"For clinical review, can you correct photon starvation streaks in this PET scan affecting the sinus cavities while keeping edges sharp as soon as possible?",PET,medical image restoration – low-dose artifact reduction,low-dose
976,"For clinical review, can you eliminate statistical noise amplification affecting the cortical bone while preserving diagnostic contrast as soon as possible?",implicit,medical image restoration – low-dose artifact reduction,low-dose
981,Can someone mitigate motion blur affecting the liver parenchyma without amplifying noise urgently?,implicit,medical image restoration – deblurring,blur
965,Would you boost the low spatial resolution in this PET image affecting the bowel wall while preserving anatomical realism for reliable interpretation?,PET,medical image restoration – super-resolution,SR
191,"For this case, can you resolve cardiac motion blur in this PET image affecting the hepatic vessels while maintaining diagnostic contrast for accurate diagnosis?",PET,medical image restoration – deblurring,blur
140,Please minimize statistical noise in this CT image affecting the pancreatic tissue without oversmoothing edges for accurate diagnosis?,CT,medical image restoration – denoising,noise
993,"For this case, can you remove out-of-plane motion blur in this MRI image affecting the soft tissue planes without amplifying noise urgently?",MRI,medical image restoration – deblurring,blur
700,Can someone sharpen system-induced blur in this CT image affecting the hip joint while preserving subtle pathology for accurate diagnosis?,CT,medical image restoration – deblurring,blur
636,Can someone restore the reduced sampling density affecting the lesion boundaries without hallucinating structures urgently?,implicit,medical image restoration – super-resolution,SR
607,"For this case, can you correct temporal blurring in this PET image affecting the pulmonary vessels while keeping anatomical boundaries sharp as soon as possible?",PET,medical image restoration – deblurring,blur
181,I need you to remove reconstruction blur in this X-ray image affecting the spinal cord without introducing artificial edges for immediate review?,X-ray,medical image restoration – deblurring,blur
302,I need you to fix scanner motion blur in this PET image affecting the tumor margins while maintaining diagnostic contrast for immediate review?,PET,medical image restoration – deblurring,blur
545,Please reduce photon starvation streaks in this X-ray scan affecting the lung parenchyma while keeping edges sharp for immediate clinical assessment?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
684,"For this case, can you restore the resolution degradation from fast acquisition in this CT image affecting the liver parenchyma while preserving anatomical realism ?",CT,medical image restoration – super-resolution,SR
699,Is it possible to reconstruct the limited through-plane resolution in this PET image affecting the pulmonary vessels without distorting small structures for reliable interpretation?,PET,medical image restoration – super-resolution,SR
61,Would you clean up statistical noise in this PET image affecting the soft tissue planes without blurring fine detail for reliable interpretation?,PET,medical image restoration – denoising,noise
760,Would you refine the limited through-plane resolution affecting the vertebral bodies while preserving subtle pathology ?,implicit,medical image restoration – super-resolution,SR
835,Could you improve the limited through-plane resolution in this PET image affecting the orbital structures without distorting small structures for reliable interpretation?,PET,medical image restoration – super-resolution,SR
566,"For clinical review, can you mitigate low-dose noise patterns in this CT scan affecting the vertebral bodies while preserving diagnostic contrast ?",CT,medical image restoration – low-dose artifact reduction,low-dose
985,Could you sharpen the reduced sampling density in this MRI image affecting the kidney cortex without introducing artificial textures ?,MRI,medical image restoration – super-resolution,SR
70,"For this case, can you correct photon starvation noise in this X-ray image affecting the pancreatic tissue without oversmoothing edges as soon as possible?",X-ray,medical image restoration – denoising,noise
525,Can you suppress noise from aggressive dose reduction in this CT scan affecting the surrounding parenchyma while maintaining anatomical fidelity for reliable interpretation?,CT,medical image restoration – low-dose artifact reduction,low-dose
206,I need you to reduce photon starvation streaks in this PET scan affecting the renal medulla while keeping edges sharp for immediate clinical assessment?,PET,medical image restoration – low-dose artifact reduction,low-dose
244,"For this case, can you suppress electronic sensor noise in this X-ray image affecting the vascular lumen while keeping anatomical boundaries sharp urgently?",X-ray,medical image restoration – denoising,noise
244,I need you to boost the resolution degradation from fast acquisition in this MRI image affecting the hepatic vessels without introducing artificial textures for reliable interpretation?,MRI,medical image restoration – super-resolution,SR
17,Can you resolve patient motion blur in this X-ray image affecting the splenic tissue without introducing artificial edges urgently?,X-ray,medical image restoration – deblurring,blur
121,Can someone recover the loss of high-frequency detail in this CT image affecting the pancreatic tissue while keeping boundaries anatomically consistent urgently?,CT,medical image restoration – super-resolution,SR
972,Is it possible to enhance the blurred detail due to low resolution in this X-ray image affecting the spinal cord while maintaining diagnostic integrity as soon as possible?,X-ray,medical image restoration – super-resolution,SR
547,"For this case, can you compensate for partial volume blur affecting the liver parenchyma while preserving natural texture as soon as possible?",implicit,medical image restoration – deblurring,blur
659,Can you resolve patient motion blur in this X-ray image affecting the hip joint without introducing artificial edges as soon as possible?,X-ray,medical image restoration – deblurring,blur
599,Can you upscale the coarse voxel resolution in this MRI image affecting the pancreatic tissue without hallucinating structures as soon as possible?,MRI,medical image restoration – super-resolution,SR
68,Can someone restore the reduced sampling density in this CT image affecting the lung parenchyma while keeping boundaries anatomically consistent ?,CT,medical image restoration – super-resolution,SR
642,Could you refine the thick-slice resolution in this X-ray image affecting the deep gray nuclei without amplifying noise ?,X-ray,medical image restoration – super-resolution,SR
505,"For this case, can you correct structured noise in this PET image affecting the kidney cortex without altering intensity relationships for reliable interpretation?",PET,medical image restoration – denoising,noise
960,Could you compensate for motion blur affecting the bowel wall while preserving subtle pathology ?,implicit,medical image restoration – deblurring,blur
927,Can you compensate for undersampling streak artifacts in this PET scan affecting the cerebral vessels while preserving low-contrast pathology ?,PET,medical image restoration – low-dose artifact reduction,low-dose
332,Can you address dose-induced graininess in this X-ray scan affecting the bone trabeculae while keeping edges sharp as soon as possible?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
798,Could you sharpen defocus blur in this CT image affecting the kidney cortex without introducing artificial edges for immediate review?,CT,medical image restoration – deblurring,blur
349,Is it possible to refine the coarse voxel resolution in this CT image affecting the pelvic organs while keeping boundaries anatomically consistent for reliable interpretation?,CT,medical image restoration – super-resolution,SR
226,I need you to sharpen reconstruction blur in this PET image affecting the knee cartilage while keeping anatomical boundaries sharp as soon as possible?,PET,medical image restoration – deblurring,blur
75,Please correct photon starvation streaks in this X-ray scan affecting the abdominal organs while keeping edges sharp for immediate clinical assessment?,X-ray,medical image restoration – low-dose artifact reduction,low-dose
355,Is it possible to refine the thick-slice resolution in this X-ray image affecting the vascular lumen without amplifying noise for accurate diagnosis?,X-ray,medical image restoration – super-resolution,SR
800,Could you eliminate Poisson noise in this MRI image affecting the abdominal organs without oversmoothing edges urgently?,MRI,medical image restoration – denoising,noise
486,I need you to suppress low-photon streaking in this PET scan affecting the deep gray nuclei without obscuring subtle lesions for accurate diagnosis?,PET,medical image restoration – low-dose artifact reduction,low-dose
948,Is it possible to enhance the reduced sampling density in this MRI image affecting the cerebral vessels while keeping boundaries anatomically consistent as soon as possible?,MRI,medical image restoration – super-resolution,SR
437,Would you improve the limited through-plane resolution in this CT image affecting the lesion boundaries without amplifying noise for reliable interpretation?,CT,medical image restoration – super-resolution,SR
278,I need you to address noise from aggressive dose reduction in this CT scan affecting the pancreatic tissue while preserving low-contrast pathology for immediate clinical assessment?,CT,medical image restoration – low-dose artifact reduction,low-dose
86,Is it possible to eliminate statistical noise amplification in this CT scan affecting the kidney cortex without altering attenuation relationships for accurate diagnosis?,CT,medical image restoration – low-dose artifact reduction,low-dose
